"region","Crash.ID","State","Month","Year","Dayweek","Time","Crash.Type","Bus.Involvement","Heavy.Rigid.Truck.Involvement","Articulated.Truck.Involvement","Speed.Limit","Road.User","Gender","Age","National.Remoteness.Areas","SA4.Name.2016","National.LGA.Name.2017","National.Road.Type","Christmas.Period","Easter.Period","Age.Group","Day.of.week","Time.of.day","city","lat","long","latc","longc","initialZoom"
"New South Wales",20181138,"NSW","Nov",2018,"Tuesday","5:35","Multiple","No","No","No","60","Driver","Male",25,"Major Cities of Australia","Sydney - Outer West and Blue Mountains","Penrith","Arterial Road","No","No","17_to_25","Weekday","Night","Penrith",-33.755476,150.678551,-35.473469,149.012375,5
"New South Wales",20161251,"NSW","Nov",2016,"Friday","11:30","Multiple","No","No","Yes","80","Motorcycle rider","Male",66,"Inner Regional Australia","Richmond - Tweed","Ballina","National or State Highway","No","No","65_to_74","Weekday","Day","Ballina",-28.865483,153.532475,-35.473469,149.012375,5
"New South Wales",20181133,"NSW","Jun",2018,"Thursday","19:55","Pedestrian","No","No","No","50","Pedestrian","Male",77,"Major Cities of Australia","Central Coast","Central Coast","Local Road","No","No","75_or_older","Weekday","Night","Central Coast",0,0,-35.473469,149.012375,5
"New South Wales",20151097,"NSW","Nov",2015,"Friday","15:45","Single","No","No","No","100","Driver","Male",76,"Outer Regional Australia","Mid North Coast","Kempsey","Sub-arterial Road","No","No","75_or_older","Weekday","Day","Kempsey",-30.375791,153.019648,-35.473469,149.012375,5
"New South Wales",20171250,"NSW","Aug",2017,"Friday","22:00","Pedestrian","No","No","No","70","Pedestrian","Male",20,"Major Cities of Australia","Sydney - Blacktown","Blacktown","Arterial Road","No","No","17_to_25","Weekend","Night","Blacktown",-33.783751,150.900547,-35.473469,149.012375,5
"New South Wales",20171282,"NSW","Sep",2017,"Tuesday","20:30","Single","No","No","No","100","Driver","Male",38,"Outer Regional Australia","Riverina","Junee","Sub-arterial Road","No","No","26_to_39","Weekday","Night","Junee",-34.933478,147.716767,-35.473469,149.012375,5
"New South Wales",20171264,"NSW","Dec",2017,"Thursday","23:00","Pedestrian","No","No","No","60","Pedestrian","Female",21,"Major Cities of Australia","Newcastle and Lake Macquarie","Newcastle","Sub-arterial Road","No","No","17_to_25","Weekday","Night","Newcastle",-32.931635,151.778021,-35.473469,149.012375,5
"New South Wales",20191054,"NSW","Jan",2019,"Thursday","14:00","Multiple","No","No","No","100","Driver","Male",29,"Major Cities of Australia","Sydney - Outer South West","Sutherland","Arterial Road","No","No","26_to_39","Weekday","Day","Sutherland",-34.02,151.06,-35.473469,149.012375,5
"New South Wales",20171199,"NSW","Sep",2017,"Saturday","2:40","Single","No","No","No","50","Driver","Male",39,"Major Cities of Australia","Sydney - City and Inner South","Sydney","Collector Road","No","No","26_to_39","Weekend","Night","Sydney",-33.79,151.27,-35.473469,149.012375,5
"New South Wales",20161259,"NSW","Mar",2016,"Tuesday","9:28","Single","No","No","No","50","Driver","Female",84,"Inner Regional Australia","Coffs Harbour - Grafton","Coffs Harbour","Collector Road","No","No","75_or_older","Weekday","Day","Coffs Harbour",-30.097726,152.658268,-35.473469,149.012375,5
"New South Wales",20161053,"NSW","Nov",2016,"Tuesday","7:39","Pedestrian","No","Yes","No","60","Pedestrian","Female",26,"Major Cities of Australia","Sydney - Sutherland","Sutherland","Arterial Road","No","No","26_to_39","Weekday","Day","Sutherland",-34.02,151.06,-35.473469,149.012375,5
"New South Wales",20181035,"NSW","Mar",2018,"Wednesday","23:30","Single","No","No","No","60","Driver","Female",28,"Inner Regional Australia","Riverina","Wagga Wagga","National or State Highway","No","No","26_to_39","Weekday","Night","Wagga Wagga",-35.07459,147.376202,-35.473469,149.012375,5
"New South Wales",20171205,"NSW","Mar",2017,"Sunday","7:50","Pedestrian","No","No","No","40","Pedestrian","Male",52,"Major Cities of Australia","Sydney - South West","Fairfield","Collector Road","No","No","40_to_64","Weekend","Day","Fairfield",-33.85,150.96,-35.473469,149.012375,5
"New South Wales",20181037,"NSW","Jun",2018,"Monday","6:30","Multiple","Yes","No","No","60","Driver","Male",31,"Major Cities of Australia","Sydney - South West","Fairfield","Collector Road","No","No","26_to_39","Weekday","Day","Fairfield",-33.85,150.96,-35.473469,149.012375,5
"New South Wales",20151161,"NSW","Jul",2015,"Thursday","1:30","Single","No","No","No","100","Driver","Female",25,"Outer Regional Australia","Riverina","Narrandera","Local Road","No","No","17_to_25","Weekday","Night","Narrandera",-34.902108,146.303599,-35.473469,149.012375,5
"New South Wales",20171089,"NSW","Dec",2017,"Saturday","2:30","Single","No","No","No","80","Driver","Male",28,"Major Cities of Australia","Sydney - Blacktown","Blacktown","Collector Road","No","No","26_to_39","Weekend","Night","Blacktown",-33.783751,150.900547,-35.473469,149.012375,5
"New South Wales",20171238,"NSW","Mar",2017,"Friday","8:30","Single","No","No","No","100","Motorcycle rider","Male",33,"Inner Regional Australia","Central West","Blayney","Arterial Road","No","No","26_to_39","Weekday","Day","Blayney",-33.571335,149.267666,-35.473469,149.012375,5
"New South Wales",20161224,"NSW","May",2016,"Sunday","5:50","Single","No","No","No","80","Driver","Female",33,"Inner Regional Australia","Mid North Coast","Kempsey","National or State Highway","No","No","26_to_39","Weekend","Night","Kempsey",-30.375791,153.019648,-35.473469,149.012375,5
"New South Wales",20161089,"NSW","Oct",2016,"Friday","23:30","Single","No","No","No","100","Passenger","Male",18,"Outer Regional Australia","Central West","Oberon","Arterial Road","No","No","17_to_25","Weekend","Night","Oberon",-34.06024,150.153221,-35.473469,149.012375,5
"New South Wales",20171305,"NSW","Jun",2017,"Sunday","12:48","Single","No","No","No","100","Passenger","Male",78,"Outer Regional Australia","Central West","Warrumbungle","National or State Highway","No","No","75_or_older","Weekend","Day","Warrumbungle",-31.298962,148.581142,-35.473469,149.012375,5
"New South Wales",20171142,"NSW","Aug",2017,"Wednesday","13:35","Multiple","No","No","Yes","110","Driver","Female",65,"Remote Australia","Riverina","Carrathool","National or State Highway","No","No","65_to_74","Weekday","Day","Carrathool",-34.257669,144.695233,-35.473469,149.012375,5
"New South Wales",20161078,"NSW","Mar",2016,"Saturday","22:45","Pedestrian","No","No","No","50","Pedestrian","Male",60,"Outer Regional Australia","New England and North West","Inverell","Local Road","No","No","40_to_64","Weekend","Night","Inverell",-29.630052,151.162025,-35.473469,149.012375,5
"New South Wales",20161024,"NSW","Jun",2016,"Sunday","6:15","Multiple","No","No","No","100","Motorcycle rider","Male",46,"Inner Regional Australia","Hunter Valley exc Newcastle","Singleton","Arterial Road","No","No","40_to_64","Weekend","Day","Singleton",-32.760486,150.972137,-35.473469,149.012375,5
"New South Wales",20161209,"NSW","Oct",2016,"Tuesday","15:20","Multiple","No","Yes","No","100","Driver","Female",35,"Inner Regional Australia","Richmond - Tweed","Ballina","National or State Highway","No","No","26_to_39","Weekday","Day","Ballina",-28.865483,153.532475,-35.473469,149.012375,5
"New South Wales",20181236,"NSW","Jun",2018,"Wednesday","6:50","Pedestrian","No","No","No","60","Pedestrian","Male",67,"Major Cities of Australia","Sydney - City and Inner South","Sydney","Collector Road","No","No","65_to_74","Weekday","Day","Sydney",-33.79,151.27,-35.473469,149.012375,5
"New South Wales",20171281,"NSW","Aug",2017,"Monday","15:20","Multiple","No","Yes","No","100","Motorcycle rider","Male",22,"Major Cities of Australia","Sydney - South West","Liverpool","National or State Highway","No","No","17_to_25","Weekday","Day","Liverpool",-33.89,151.1,-35.473469,149.012375,5
"New South Wales",20191088,"NSW","Apr",2019,"Monday","19:00","Pedestrian","No","No","No","50","Pedestrian","Female",62,"Inner Regional Australia","Richmond - Tweed","Lismore","Local Road","No","No","40_to_64","Weekday","Night","Lismore",-28.706486,153.25943,-35.473469,149.012375,5
"New South Wales",20161352,"NSW","Oct",2016,"Thursday","15:09","Single","No","No","No","110","Passenger","Female",76,"Outer Regional Australia","Far West and Orana","Warrumbungle","National or State Highway","No","No","75_or_older","Weekday","Day","Warrumbungle",-31.298962,148.581142,-35.473469,149.012375,5
"New South Wales",20191076,"NSW","Jan",2019,"Saturday","9:13","Single","No","No","No","50","Driver","Male",94,"Outer Regional Australia","Capital Region","Eurobodalla","Local Road","No","No","75_or_older","Weekend","Day","Eurobodalla",-36.127663,149.792292,-35.473469,149.012375,5
"New South Wales",20161172,"NSW","Jun",2016,"Thursday","17:40","Pedestrian","No","No","No","60","Pedestrian","Male",17,"Major Cities of Australia","Sydney - Parramatta","Parramatta","Local Road","No","No","17_to_25","Weekday","Day","Parramatta",-33.89,151.14,-35.473469,149.012375,5
"New South Wales",20151083,"NSW","Jul",2015,"Friday","23:58","Single","No","No","No","70","Driver","Male",47,"Major Cities of Australia","Central Coast","Central Coast","Arterial Road","No","No","40_to_64","Weekend","Night","Central Coast",0,0,-35.473469,149.012375,5
"New South Wales",20191113,"NSW","Jan",2019,"Friday","7:00","Single","No","No","No","110","Motorcycle rider","Male",36,"Inner Regional Australia","Coffs Harbour - Grafton","Coffs Harbour","National or State Highway","No","No","26_to_39","Weekday","Day","Coffs Harbour",-30.097726,152.658268,-35.473469,149.012375,5
"New South Wales",20181104,"NSW","Aug",2018,"Friday","17:00","Multiple","No","No","No","100","Driver","Male",77,"Inner Regional Australia","Hunter Valley exc Newcastle","Cessnock","Arterial Road","No","No","75_or_older","Weekday","Day","Cessnock",-32.977861,151.317476,-35.473469,149.012375,5
"New South Wales",20171101,"NSW","May",2017,"Sunday","12:00","Single","No","No","No","60","Motorcycle rider","Male",65,"Inner Regional Australia","Illawarra","Kiama","Arterial Road","No","No","65_to_74","Weekend","Day","Kiama",-34.645377,150.756883,-35.473469,149.012375,5
"New South Wales",20151080,"NSW","Oct",2015,"Friday","18:25","Multiple","No","No","No","110","Passenger","Male",30,"Outer Regional Australia","Central West","Bland","National or State Highway","No","No","26_to_39","Weekend","Night","Bland",-34.04948,147.712064,-35.473469,149.012375,5
"New South Wales",20171213,"NSW","Aug",2017,"Wednesday","16:30","Multiple","No","No","No","60","Pedal cyclist","Male",24,"Major Cities of Australia","Sydney - Outer South West","Campbelltown","Collector Road","No","No","17_to_25","Weekday","Day","Campbelltown",-34.194216,150.768408,-35.473469,149.012375,5
"New South Wales",20151287,"NSW","Apr",2015,"Wednesday","16:45","Multiple","No","No","No","100","Driver","Male",61,"Inner Regional Australia","Riverina","Junee","Arterial Road","No","No","40_to_64","Weekday","Day","Junee",-34.933478,147.716767,-35.473469,149.012375,5
"New South Wales",20171193,"NSW","Dec",2017,"Saturday","14:25","Single","No","No","Yes","100","Driver","Male",34,"Outer Regional Australia","Far West and Orana","Gilgandra","National or State Highway","No","No","26_to_39","Weekend","Day","Gilgandra",-31.63315,148.648353,-35.473469,149.012375,5
"New South Wales",20171003,"NSW","Feb",2017,"Saturday","20:30","Single","No","No","No","100","Motorcycle rider","Male",47,"Outer Regional Australia","Far West and Orana","Warrumbungle","Arterial Road","No","No","40_to_64","Weekend","Night","Warrumbungle",-31.298962,148.581142,-35.473469,149.012375,5
"New South Wales",20161325,"NSW","Jun",2016,"Thursday","21:55","Multiple","No","No","Yes","100","Driver","Male",47,"Inner Regional Australia","Coffs Harbour - Grafton","Coffs Harbour","National or State Highway","No","No","40_to_64","Weekday","Night","Coffs Harbour",-30.097726,152.658268,-35.473469,149.012375,5
"New South Wales",20181022,"NSW","Aug",2018,"Monday","19:20","Multiple","No","No","No","80","Driver","Female",24,"Major Cities of Australia","Sydney - Blacktown","Blacktown","Collector Road","No","No","17_to_25","Weekday","Night","Blacktown",-33.783751,150.900547,-35.473469,149.012375,5
"New South Wales",20171097,"NSW","Nov",2017,"Sunday","18:40","Multiple","No","No","No","100","Driver","Male",20,"Outer Regional Australia","Central West","Forbes","Sub-arterial Road","No","No","17_to_25","Weekend","Night","Forbes",-33.476768,147.811688,-35.473469,149.012375,5
"New South Wales",20171094,"NSW","May",2017,"Sunday","0:35","Pedestrian","Yes","No","No","80","Pedestrian","Female",24,"Major Cities of Australia","Sydney - North Sydney and Hornsby","North Sydney","National or State Highway","No","No","17_to_25","Weekend","Night","North Sydney",-33.8,151.1,-35.473469,149.012375,5
"New South Wales",20161243,"NSW","Jun",2016,"Friday","10:53","Pedestrian","No","No","No","90","Pedestrian","Male",19,"Major Cities of Australia","Sydney - Parramatta","Parramatta","Arterial Road","No","No","17_to_25","Weekday","Day","Parramatta",-33.89,151.14,-35.473469,149.012375,5
"New South Wales",20181225,"NSW","Jan",2018,"Saturday","11:48","Single","No","No","No","80","Motorcycle rider","Male",18,"Inner Regional Australia","Sydney - North Sydney and Hornsby","Hornsby","National or State Highway","No","No","17_to_25","Weekend","Day","Hornsby",-33.71,151.1,-35.473469,149.012375,5
"New South Wales",20171114,"NSW","Feb",2017,"Friday","12:50","Pedestrian","No","Yes","No","50","Pedestrian","Male",80,"Major Cities of Australia","Sydney - City and Inner South","Sydney","Local Road","No","No","75_or_older","Weekday","Day","Sydney",-33.79,151.27,-35.473469,149.012375,5
"New South Wales",20171078,"NSW","Aug",2017,"Thursday","14:50","Single","No","No","No","60","Driver","Male",25,"Major Cities of Australia","Sydney - Ryde","Ryde","Arterial Road","No","No","17_to_25","Weekday","Day","Ryde",-33.76,151.14,-35.473469,149.012375,5
"New South Wales",20151295,"NSW","Oct",2015,"Wednesday","23:15","Single","No","No","No","80","Passenger","Male",26,"Inner Regional Australia","Hunter Valley exc Newcastle","Maitland","Sub-arterial Road","No","No","26_to_39","Weekday","Night","Maitland",-32.741737,151.543675,-35.473469,149.012375,5
"New South Wales",20161170,"NSW","Sep",2016,"Monday","14:46","Pedestrian","Yes","No","No","40","Pedestrian","Male",48,"Major Cities of Australia","Sydney - City and Inner South","Sydney","Arterial Road","No","No","40_to_64","Weekday","Day","Sydney",-33.79,151.27,-35.473469,149.012375,5
"New South Wales",20191192,"NSW","Jan",2019,"Saturday","14:23","Multiple","No","No","No","80","Driver","Male",63,"Major Cities of Australia","Sydney - Sutherland","Sutherland","Arterial Road","No","No","40_to_64","Weekend","Day","Sutherland",-34.02,151.06,-35.473469,149.012375,5
"New South Wales",20191219,"NSW","Mar",2019,"Sunday","3:50","Pedestrian","No","No","No","40","Pedestrian","Male",61,"Major Cities of Australia","Sydney - City and Inner South","Sydney","Local Road","No","No","40_to_64","Weekend","Night","Sydney",-33.79,151.27,-35.473469,149.012375,5
"New South Wales",20171091,"NSW","Nov",2017,"Saturday","15:00","Pedestrian","No","No","No","60","Pedestrian","Male",68,"Major Cities of Australia","Sydney - Eastern Suburbs","Randwick","Local Road","No","No","65_to_74","Weekend","Day","Randwick",-33.914832,151.239167,-35.473469,149.012375,5
"New South Wales",20161254,"NSW","May",2016,"Friday","22:00","Pedestrian","No","No","No","100","Pedestrian","Male",32,"Inner Regional Australia","Illawarra","Shellharbour","National or State Highway","No","No","26_to_39","Weekend","Night","Shellharbour",-34.592433,150.84584,-35.473469,149.012375,5
"New South Wales",20161173,"NSW","Sep",2016,"Monday","15:00","Multiple","No","No","No","60","Driver","Male",79,"Major Cities of Australia","Sydney - Blacktown","Blacktown","Local Road","No","No","75_or_older","Weekday","Day","Blacktown",-33.783751,150.900547,-35.473469,149.012375,5
"New South Wales",20161230,"NSW","Sep",2016,"Monday","23:00","Multiple","No","No","Yes","110","Motorcycle rider","Male",22,"Inner Regional Australia","Hunter Valley exc Newcastle","Cessnock","National or State Highway","No","No","17_to_25","Weekday","Night","Cessnock",-32.977861,151.317476,-35.473469,149.012375,5
"New South Wales",20161279,"NSW","Sep",2016,"Monday","7:05","Single","No","No","No","110","Driver","Female",71,"Outer Regional Australia","Far West and Orana","Narromine","National or State Highway","No","No","65_to_74","Weekday","Day","Narromine",-32.255249,148.110385,-35.473469,149.012375,5
